Wall Time, R_N_tot_ge_63, R_N_tot_le_66, R_N_b_eq_0, R_N_b_ge_1, R_N_b_ge_2, R_N_b_ge_3, Hd_x_ge_0, Hd_x_lt_0, Hd_y_ge_0, Hd_y_lt_0, FG_x_N_ge_0, FG_x_N_lt_0, FG_y_N_ge_0, FG_y_N_lt_0, abs_p_gt_theta, abs_q_gt_theta, abs_r_gt_theta, abs_R_FG_x_gt_theta, abs_R_FG_y_gt_theta, abs_R_FG_z_gt_theta, R_N_tot_eq_64
1346771173,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771174,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771175,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771176,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1346771177,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771178,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771179,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771180,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771181,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1
1346771182,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1
1346771183,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771184,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771185,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771186,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771187,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771188,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771189,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1
1346771190,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771191,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771192,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1
1346771193,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1
1346771194,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1
1346771195,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771196,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771197,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771198,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771199,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
1346771200,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
1346771201,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771202,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771203,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771204,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771205,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
1346771206,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
1346771207,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
1346771208,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771209,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771210,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771211,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771212,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
1346771213,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
1346771214,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
1346771215,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771216,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1
1346771217,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1346771218,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1346771219,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771220,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771221,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771222,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771223,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771224,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1346771225,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1346771226,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771227,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1346771228,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771229,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771230,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1346771231,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771232,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771233,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
1346771234,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
1346771235,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1346771236,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771237,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
1346771238,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771239,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771240,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1
1346771241,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771242,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771243,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
1346771244,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1
1346771245,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771246,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771247,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771248,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771249,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
1346771250,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1
1346771251,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771252,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771253,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
1346771254,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771255,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771256,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1346771257,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771258,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771259,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1
1346771260,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771261,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771262,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771263,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
1346771264,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
1346771265,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
1346771266,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771267,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771268,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771269,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1
1346771270,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
1346771271,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
1346771272,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1
1346771273,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771274,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771275,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1346771276,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1346771277,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1346771278,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771279,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771280,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771281,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771282,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1
1346771283,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771284,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1346771285,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771286,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
1346771287,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771288,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771289,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771290,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771291,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771292,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771293,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771294,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771295,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1
1346771296,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771297,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1
1346771298,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771299,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771300,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771301,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771302,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771303,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771304,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771305,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771306,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771307,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771308,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771309,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771310,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771311,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771312,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771313,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
1346771314,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771315,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771316,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771317,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1
1346771318,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771319,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1
1346771320,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771321,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771322,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
1346771323,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
1346771324,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1346771325,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
1346771326,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771327,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771328,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
1346771329,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
1346771330,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1
1346771331,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1
1346771332,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1
1346771333,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
1346771334,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771335,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771336,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
1346771337,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1
1346771338,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1
1346771339,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
1346771340,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1
1346771341,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1
1346771342,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
1346771343,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771344,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1
1346771345,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771346,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
1346771347,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1
1346771348,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
1346771349,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771350,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771351,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
1346771352,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771353,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
1346771354,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771355,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771356,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
1346771357,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771358,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771359,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771360,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771361,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
1346771362,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
1346771363,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1346771364,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1
1346771365,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771366,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1346771367,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1
1346771368,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
1346771369,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
1346771370,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1
1346771371,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771372,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771373,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1
1346771374,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771375,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771376,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771377,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
1346771378,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1346771379,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1
1346771380,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1
1346771381,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1
1346771382,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1
1346771383,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1
1346771384,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
1346771385,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1
1346771386,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771387,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1
1346771388,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
1346771389,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1
1346771390,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1
1346771391,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1346771392,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
1346771393,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
1346771394,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771395,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1
1346771396,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1
1346771397,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
1346771398,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
1346771399,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771400,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1
1346771401,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1
1346771402,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1346771403,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1
1346771404,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
1346771405,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
1346771406,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1
1346771407,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
1346771408,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1
1346771409,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
1346771410,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1
1346771411,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
1346771412,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1
1346771413,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
1346771414,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1
1346771415,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1346771416,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
1346771417,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1346771418,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
1346771419,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771420,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771421,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1346771422,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1
1346771423,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771424,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771425,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771426,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771427,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771428,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771429,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771430,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1346771431,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771432,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771433,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
1346771434,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771435,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771436,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771437,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771438,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771439,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771440,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771441,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
1346771442,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771443,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771444,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771445,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1346771446,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771447,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771448,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771449,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771450,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1346771451,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771452,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771453,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771454,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771455,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771456,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771457,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771458,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1346771459,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
1346771460,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771461,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1346771462,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
1346771463,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
1346771464,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
