best-d,best,base+g,base
866,654,2341,2835
866,654,2341,2835
866,654,2341,2835
866,654,2341,2835
866,654,2341,2835
866,654,2341,2835
866,654,2341,2836
868,654,2341,2836
868,654,2342,2836
868,654,2342,2836
868,654,2342,2836
868,654,2342,2836
868,654,2342,2837
868,654,2342,2837
868,654,2342,2837
869,654,2342,2838
869,654,2343,2838
869,654,2343,2839
869,654,2343,2839
869,654,2343,2840
869,654,2343,2840
869,654,2343,2841
869,654,2343,2841
869,654,2343,2841
869,654,2344,2842
869,654,2344,2842
870,654,2344,2843
870,654,2344,2843
870,654,2344,2843
870,654,2344,2843
870,654,2344,2844
870,654,2344,2844
870,654,2345,2844
871,654,2345,2844
871,654,2345,2844
871,654,2345,2845
871,654,2345,2845
872,654,2345,2845
872,654,2345,2845
873,654,2345,2845
873,654,2346,2845
874,654,2346,2846
874,654,2346,2846
874,654,2346,2846
874,654,2346,2846
874,654,2346,2846
874,654,2346,2846
875,654,2346,2846
875,654,2347,2847
875,654,2347,2847
875,654,2347,2847
875,654,2347,2847
875,654,2347,2847
875,655,2347,2847
875,655,2347,2847
875,655,2347,2848
875,655,2348,2848
876,655,2348,2848
876,655,2348,2848
876,655,2348,2848
876,655,2348,2848
876,655,2348,2849
876,656,2348,2849
876,657,2348,2849
876,657,2349,2849
877,657,2349,2850
877,657,2349,2850
878,657,2349,2850
878,657,2349,2850
879,657,2349,2850
879,657,2349,2850
879,657,2350,2850
880,657,2350,2851
880,657,2350,2852
880,657,2350,2852
882,658,2350,2852
882,659,2350,2853
882,659,2350,2854
882,659,2350,2854
883,659,2350,2854
883,659,2351,2855
884,659,2351,2855
884,659,2351,2855
884,659,2351,2855
884,659,2351,2855
886,659,2351,2856
886,660,2351,2856
886,660,2351,2856
886,660,2352,2856
888,660,2352,2856
888,660,2352,2857
888,660,2352,2857
888,660,2352,2858
888,660,2352,2858
888,660,2353,2858
888,660,2353,2859
888,660,2353,2859
888,660,2353,2859
888,660,2353,2859
888,661,2353,2859
888,661,2354,2859
888,661,2354,2860
888,661,2354,2860
889,661,2354,2860
889,661,2354,2860
889,661,2354,2860
889,661,2355,2860
889,661,2355,2861
889,661,2355,2861
889,662,2355,2861
889,663,2355,2861
889,663,2355,2861
889,663,2355,2862
889,663,2355,2862
890,663,2356,2862
890,663,2356,2862
890,663,2356,2862
890,663,2356,2862
890,663,2356,2863
890,664,2356,2863
890,664,2356,2864
890,665,2356,2864
890,665,2356,2865
891,665,2356,2865
892,665,2357,2865
892,665,2357,2866
892,665,2357,2866
892,665,2357,2866
892,665,2357,2867
892,665,2357,2867
892,665,2357,2867
893,665,2357,2867
893,665,2358,2867
893,666,2358,2867
893,666,2358,2867
893,666,2358,2868
893,666,2358,2868
893,666,2358,2868
893,666,2358,2868
893,666,2358,2868
893,666,2358,2868
894,666,2358,2868
894,666,2358,2868
894,666,2359,2869
894,666,2359,2869
894,667,2359,2869
894,667,2359,2870
894,667,2359,2870
894,667,2359,2870
894,667,2359,2871
894,667,2359,2871
895,667,2359,2872
895,667,2359,2872
896,667,2359,2872
896,667,2359,2873
896,668,2359,2874
896,669,2360,2874
896,669,2360,2874
896,669,2360,2875
896,669,2360,2875
897,669,2360,2875
897,669,2360,2875
897,669,2360,2875
897,669,2360,2875
897,670,2360,2875
897,670,2360,2876
897,670,2360,2876
897,671,2360,2876
897,671,2361,2876
897,671,2361,2876
897,671,2361,2876
898,671,2361,2876
898,671,2361,2876
898,671,2361,2876
898,671,2361,2877
898,671,2361,2877
898,671,2361,2877
898,671,2361,2878
898,671,2361,2878
899,672,2361,2879
899,672,2361,2879
900,672,2361,2879
900,672,2362,2879
900,672,2362,2879
900,672,2362,2879
901,672,2362,2880
901,672,2362,2880
901,672,2362,2880
901,672,2362,2880
901,672,2362,2880
901,673,2362,2880
901,673,2362,2881
901,673,2362,2881
901,673,2362,2881
901,673,2362,2881
901,673,2363,2881
901,673,2363,2881
901,673,2363,2882
902,673,2363,2882
902,673,2363,2882
902,673,2363,2882
902,674,2363,2882
902,674,2363,2882
902,674,2363,2882
902,674,2363,2883
902,674,2363,2883
902,674,2364,2883
903,674,2364,2883
903,674,2364,2883
904,674,2364,2883
904,675,2364,2884
904,675,2364,2884
904,675,2364,2884
904,675,2364,2884
904,675,2364,2884
905,675,2364,2884
905,675,2365,2885
905,675,2365,2885
905,675,2365,2885
905,676,2365,2885
905,676,2365,2885
905,676,2365,2885
905,676,2365,2886
905,676,2365,2886
905,676,2365,2886
905,676,2365,2886
906,676,2365,2886
906,676,2365,2887
906,676,2366,2887
906,676,2366,2888
906,676,2366,2888
906,677,2366,2889
906,677,2366,2889
906,677,2366,2890
907,677,2366,2890
907,677,2366,2890
907,677,2366,2891
908,677,2366,2891
908,677,2366,2892
908,677,2366,2892
908,677,2367,2893
908,678,2367,2893
908,679,2367,2894
908,679,2367,2894
909,679,2367,2894
909,679,2367,2895
909,679,2367,2895
909,679,2367,2895
909,679,2367,2896
909,679,2367,2896
909,679,2368,2897
909,679,2368,2897
909,679,2368,2897
909,680,2368,2897
909,681,2369,2898
910,681,2369,2898
910,681,2369,2898
910,681,2369,2899
910,681,2369,2899
910,681,2369,2899
910,681,2369,2900
910,681,2369,2900
911,681,2369,2900
911,682,2369,2900
911,682,2370,2900
912,683,2370,2901
912,683,2370,2902
912,683,2370,2903
914,683,2370,2903
914,683,2371,2903
914,683,2371,2904
914,683,2371,2904
914,683,2371,2904
914,683,2371,2904
914,683,2372,2905
914,684,2372,2905
915,685,2373,2906
915,685,2373,2907
915,685,2373,2907
915,685,2373,2907
915,685,2373,2908
915,685,2373,2908
915,685,2373,2909
915,685,2374,2909
915,685,2374,2910
915,686,2374,2910
915,686,2374,2911
915,687,2374,2911
916,687,2375,2912
916,687,2375,2912
916,687,2375,2913
916,687,2375,2913
916,687,2375,2914
916,687,2375,2914
916,687,2375,2915
917,687,2376,2915
918,687,2376,2915
918,687,2376,2916
918,687,2376,2916
918,687,2376,2917
918,687,2376,2917
918,687,2376,2918
918,687,2376,2918
919,688,2377,2919
919,688,2377,2920
919,689,2377,2920
919,689,2377,2920
919,689,2377,2920
919,689,2377,2920
919,689,2377,2921
919,689,2377,2922
919,689,2377,2922
919,689,2377,2925
920,689,2377,2926
920,689,2377,2926
920,689,2377,2927
920,689,2377,2928
920,689,2377,2929
920,689,2377,2929
920,689,2377,2930
920,690,2378,2931
920,691,2378,2932
920,691,2378,2933
921,691,2378,2933
921,691,2378,2934
922,691,2378,2935
922,691,2378,2935
922,691,2378,2936
922,691,2378,2937
922,691,2378,2938
922,691,2378,2938
922,691,2378,2939
922,691,2378,2940
922,691,2378,2941
922,691,2378,2942
922,693,2378,2943
922,693,2378,2944
923,693,2378,2945
923,693,2379,2945
924,693,2379,2946
924,693,2379,2947
924,693,2379,2948
924,693,2380,2948
926,693,2380,2949
926,693,2380,2950
926,694,2380,2951
926,694,2380,2953
928,694,2380,2954
928,694,2380,2955
928,694,2380,2957
928,694,2380,2957
928,694,2380,2960
928,694,2381,2961
928,694,2381,2961
928,694,2381,2963
928,694,2382,2964
928,694,2382,2965
928,694,2382,2966
928,694,2382,2968
928,694,2382,2969
928,695,2382,2971
929,695,2382,2971
930,695,2382,2972
930,695,2382,2973
930,695,2382,2974
930,695,2382,2975
930,696,2382,2975
930,696,2382,2976
930,696,2382,2977
931,697,2382,2978
931,697,2382,2979
931,697,2382,2980
931,697,2382,2981
931,698,2382,2981
931,698,2383,2982
931,698,2383,2983
931,698,2383,2984
931,698,2383,2985
931,698,2383,2985
931,698,2383,2986
931,698,2383,2987
932,698,2383,2988
932,698,2383,2989
932,699,2383,2990
932,699,2383,2991
932,699,2383,2993
932,699,2383,2994
932,699,2383,2995
932,699,2383,2995
933,699,2383,2996
933,699,2383,2997
933,699,2383,2997
933,699,2383,2998
934,699,2383,2999
934,700,2384,3000
934,700,2384,3000
934,701,2384,3001
936,701,2384,3002
936,701,2384,3002
936,701,2384,3003
936,701,2384,3004
936,701,2384,3005
936,701,2384,3005
937,701,2384,3006
937,701,2384,3007
937,701,2384,3008
937,701,2384,3009
937,701,2384,3010
937,701,2384,3010
937,702,2384,3011
937,702,2385,3012
937,702,2385,3013
937,702,2385,3014
937,702,2385,3014
938,702,2385,3015
938,702,2385,3016
938,702,2385,3017
938,702,2385,3018
938,702,2385,3019
938,702,2385,3020
938,703,2386,3022
938,703,2386,3022
939,703,2386,3023
940,703,2386,3024
940,703,2386,3025
940,703,2386,3026
940,703,2386,3026
940,703,2386,3027
940,703,2388,3028
940,704,2388,3029
940,705,2388,3030
940,705,2388,3030
941,705,2388,3031
941,705,2388,3033
941,705,2388,3034
941,705,2388,3035
941,705,2388,3036
941,705,2388,3037
941,705,2388,3038
941,705,2388,3039
941,706,2389,3040
941,706,2389,3042
941,706,2389,3043
942,706,2389,3043
942,706,2389,3045
942,706,2389,3046
942,706,2389,3047
942,706,2389,3047
942,706,2389,3048
942,706,2389,3048
942,706,2390,3049
942,706,2390,3050
942,706,2390,3051
943,707,2390,3051
944,707,2390,3052
944,707,2390,3053
944,707,2390,3053
944,707,2390,3054
944,707,2390,3055
944,707,2390,3055
944,707,2390,3056
945,707,2390,3056
945,707,2390,3057
945,708,2390,3058
945,709,2390,3058
945,709,2390,3059
945,709,2391,3059
945,709,2391,3060
945,709,2391,3061
945,709,2391,3061
945,709,2392,3063
946,709,2392,3064
946,709,2392,3064
946,710,2392,3065
946,711,2392,3067
946,711,2393,3068
946,711,2393,3068
946,711,2393,3069
946,711,2393,3071
946,711,2393,3072
946,711,2394,3072
947,711,2394,3073
947,711,2394,3075
948,711,2394,3075
948,711,2394,3076
948,712,2394,3077
948,712,2395,3079
948,712,2395,3080
948,712,2395,3081
948,712,2395,3081
949,712,2395,3083
949,712,2395,3084
949,712,2395,3085
949,712,2395,3085
949,712,2396,3086
949,712,2396,3086
949,712,2396,3087
949,712,2396,3087
949,712,2396,3088
949,713,2396,3089
949,713,2396,3090
950,713,2396,3091
950,713,2397,3091
950,713,2397,3092
950,713,2397,3093
950,713,2397,3093
950,713,2397,3094
950,713,2397,3095
950,713,2397,3095
951,714,2397,3096
951,715,2398,3097
952,715,2398,3097
952,715,2398,3098
952,715,2398,3099
954,715,2398,3100
954,715,2398,3101
954,715,2398,3102
954,715,2398,3103
954,715,2398,3103
954,716,2398,3104
954,716,2399,3104
954,716,2399,3105
954,716,2399,3106
954,716,2399,3106
954,716,2399,3107
954,716,2399,3107
954,716,2399,3107
954,716,2399,3108
954,717,2399,3108
955,717,2400,3108
955,717,2400,3108
955,717,2400,3109
955,717,2400,3110
955,717,2400,3111
955,717,2400,3112
955,717,2400,3112
955,717,2400,3113
955,719,2400,3115
955,719,2401,3116
956,719,2401,3116
956,719,2401,3117
956,719,2401,3118
956,719,2401,3119
956,719,2401,3120
956,719,2401,3121
956,719,2401,3122
956,720,2402,3122
958,720,2402,3123
958,720,2402,3123
958,721,2402,3124
958,721,2402,3124
958,721,2402,3125
958,721,2402,3126
958,721,2402,3127
958,721,2403,3127
958,721,2403,3128
958,721,2403,3129
958,721,2403,3129
958,721,2403,3130
958,721,2403,3130
958,721,2403,3131
959,723,2403,3131
959,723,2403,3132
959,723,2403,3132
959,723,2404,3133
960,723,2404,3134
960,723,2404,3134
960,723,2404,3135
960,723,2404,3135
960,723,2404,3136
960,723,2404,3136
961,724,2404,3137
961,724,2404,3137
961,724,2404,3138
961,724,2404,3139
961,724,2404,3139
961,724,2405,3140
961,724,2405,3140
961,724,2405,3141
961,724,2405,3141
961,724,2405,3142
961,724,2405,3142
961,724,2405,3143
961,724,2405,3143
961,725,2405,3144
962,725,2405,3144
962,725,2406,3145
962,725,2406,3145
962,725,2406,3146
962,725,2406,3146
962,725,2406,3147
962,725,2406,3147
962,725,2406,3148
962,726,2406,3148
963,726,2406,3149
963,727,2406,3149
964,727,2406,3150
964,727,2406,3150
964,727,2407,3150
964,727,2407,3151
964,727,2407,3151
966,727,2407,3152
966,727,2407,3153
966,727,2407,3154
966,727,2407,3154
966,728,2407,3155
966,728,2407,3155
966,728,2407,3155
966,728,2408,3156
966,728,2408,3156
967,728,2408,3157
967,728,2408,3157
967,728,2408,3157
967,728,2408,3158
967,728,2408,3158
967,729,2408,3158
967,729,2408,3159
967,729,2409,3159
967,729,2409,3159
967,729,2409,3160
968,729,2409,3160
968,729,2409,3160
968,729,2410,3161
968,729,2410,3161
968,730,2410,3161
968,730,2410,3162
968,730,2410,3162
968,731,2410,3166
968,731,2411,3166
968,731,2411,3167
968,731,2411,3167
970,731,2411,3168
970,731,2411,3169
970,731,2411,3169
970,731,2411,3171
970,731,2411,3171
970,731,2411,3171
970,733,2411,3172
970,733,2412,3172
970,733,2412,3172
970,733,2412,3173
970,733,2412,3173
970,733,2412,3175
970,733,2412,3175
970,733,2413,3175
971,733,2413,3176
971,733,2413,3176
971,733,2413,3177
971,734,2413,3177
972,734,2413,3179
972,734,2413,3179
972,734,2413,3180
972,734,2413,3180
974,734,2413,3180
974,734,2414,3181
974,734,2414,3181
974,734,2414,3182
975,734,2414,3182
975,734,2414,3183
976,734,2414,3183
976,735,2414,3184
976,735,2414,3184
976,735,2414,3185
976,735,2415,3185
976,735,2415,3186
976,735,2415,3187
976,735,2415,3187
976,735,2415,3188
976,735,2415,3189
976,735,2415,3189
976,735,2415,3191
978,736,2415,3191
978,737,2415,3192
978,737,2415,3192
978,737,2415,3193
978,737,2415,3195
978,737,2416,3195
978,737,2416,3196
979,737,2416,3196
979,737,2416,3197
979,737,2416,3197
979,737,2416,3198
979,738,2416,3199
979,738,2416,3200
979,738,2416,3200
979,738,2417,3200
979,738,2417,3201
979,738,2417,3202
980,738,2417,3202
980,738,2417,3203
980,738,2417,3203
980,738,2417,3204
980,738,2417,3204
980,738,2417,3205
980,738,2418,3205
980,739,2418,3206
980,739,2418,3206
980,739,2418,3206
981,739,2418,3207
982,739,2418,3207
982,739,2418,3208
982,739,2418,3208
982,739,2418,3209
982,739,2418,3209
982,739,2418,3210
982,739,2418,3210
982,739,2419,3211
982,740,2419,3212
982,741,2419,3212
982,741,2419,3213
982,741,2419,3213
982,741,2419,3214
983,741,2419,3214
983,741,2419,3214
983,741,2419,3215
983,741,2419,3215
983,741,2419,3216
983,742,2419,3216
983,743,2419,3217
983,743,2420,3217
983,743,2420,3218
983,743,2420,3218
984,743,2420,3219
984,743,2420,3221
984,743,2420,3221
984,743,2420,3222
984,743,2420,3222
984,743,2420,3223
984,743,2420,3223
984,744,2420,3224
984,744,2420,3224
986,744,2421,3225
986,744,2421,3225
986,745,2421,3226
986,745,2421,3226
986,745,2421,3227
986,745,2421,3227
986,745,2421,3229
986,745,2421,3229
987,745,2421,3230
987,745,2422,3230
987,745,2422,3230
987,745,2422,3231
987,747,2422,3232
987,747,2422,3232
987,747,2422,3232
987,747,2422,3233
987,747,2422,3233
987,747,2423,3234
987,747,2423,3235
987,747,2423,3235
987,747,2423,3235
987,747,2423,3236
988,748,2423,3236
988,748,2423,3236
988,748,2423,3237
988,748,2424,3237
988,748,2424,3238
988,748,2424,3238
988,748,2424,3239
988,748,2424,3239
990,748,2424,3239
990,748,2424,3240
990,749,2424,3240
990,749,2425,3241
990,749,2425,3241
990,749,2425,3241
990,749,2425,3242
991,749,2425,3242
991,749,2425,3243
991,749,2426,3243
991,749,2426,3243
991,749,2426,3244
991,749,2426,3244
991,749,2426,3245
991,750,2426,3245
991,750,2426,3245
991,750,2426,3246
992,750,2427,3246
992,750,2427,3246
992,750,2427,3246
992,750,2427,3247
992,750,2427,3248
992,750,2427,3249
992,750,2427,3249
993,751,2427,3250
994,751,2427,3250
994,751,2428,3250
994,751,2428,3251
994,751,2428,3251
994,751,2428,3252
994,751,2428,3253
995,751,2428,3253
995,752,2428,3253
995,752,2428,3254
995,753,2428,3254
995,753,2429,3255
995,753,2429,3255
995,753,2429,3256
995,753,2429,3257
995,754,2429,3257
995,754,2429,3258
995,754,2429,3258
996,754,2429,3258
996,754,2430,3259
996,754,2430,3259
996,754,2430,3259
996,754,2430,3260
996,754,2430,3260
996,754,2430,3260
996,754,2431,3260
997,755,2431,3260
997,755,2431,3261
997,755,2431,3261
998,755,2431,3262
998,755,2432,3262
998,755,2432,3262
998,755,2432,3263
999,755,2432,3263
999,755,2432,3264
999,755,2433,3264
999,756,2433,3264
999,757,2433,3265
999,757,2433,3265
999,757,2433,3266
999,757,2433,3266
999,757,2433,3266
999,757,2433,3267
999,757,2433,3267
999,757,2433,3268
999,757,2434,3268
1000,758,2434,3268
1000,758,2434,3269
1000,758,2434,3269
1000,758,2435,3270
1000,758,2435,3270
1000,758,2435,3270
1000,758,2435,3271
1000,758,2435,3271
1001,758,2435,3272
1001,758,2435,3272
1001,759,2435,3273
1002,759,2436,3273
1002,759,2436,3273
1002,759,2436,3274
1004,759,2436,3274
1004,759,2436,3275
1004,759,2436,3275
1004,759,2436,3275
1004,759,2436,3276
1004,761,2437,3276
1004,761,2437,3277
1004,761,2437,3277
1004,761,2437,3279
1004,761,2438,3279
1004,761,2438,3280
1004,761,2438,3280
1004,761,2438,3281
1004,761,2438,3281
1005,761,2438,3283
1005,761,2439,3283
1006,763,2439,3283
1006,763,2439,3284
1006,763,2439,3284
1006,763,2439,3285
1008,763,2439,3287
1008,763,2439,3287
1008,763,2439,3287
1008,763,2440,3288
1009,763,2440,3288
1009,763,2440,3289
1010,763,2440,3289
1010,764,2440,3289
1010,764,2440,3290
1010,764,2440,3290
1010,765,2440,3290
1010,765,2441,3291
1010,765,2441,3291
1010,765,2441,3292
1010,765,2441,3292
1010,765,2441,3292
1010,765,2441,3293
1011,765,2441,3293
1011,765,2441,3295
1011,766,2441,3295
1012,766,2441,3295
1012,766,2442,3296
1012,766,2442,3296
1012,766,2442,3297
1012,766,2442,3297
1012,766,2442,3299
1012,766,2442,3299
1012,766,2442,3299
1012,766,2442,3300
1012,766,2442,3300
1012,766,2442,3300
1012,767,2443,3300
1012,767,2443,3301
1012,767,2443,3302
1012,767,2443,3302
1012,767,2443,3303
1012,767,2443,3303
1012,767,2444,3303
1013,767,2444,3303
1013,767,2444,3304
1013,768,2444,3304
1013,768,2444,3304
1013,769,2444,3304
1013,769,2444,3305
1013,769,2444,3306
1013,769,2444,3307
1013,769,2444,3307
1013,769,2445,3307
1013,769,2445,3307
1013,769,2445,3307
1013,770,2445,3308
1013,770,2445,3308
1014,770,2445,3308
1014,770,2445,3308
1014,770,2445,3309
1014,770,2446,3309
1014,770,2446,3310
1014,770,2446,3310
1014,770,2446,3311
1014,771,2446,3311
1015,771,2446,3311
1015,771,2446,3311
1015,771,2446,3312
1016,771,2446,3312
1016,771,2446,3312
1016,771,2447,3312
1016,771,2447,3312
1017,771,2447,3312
1017,771,2447,3313
1017,771,2447,3313
1017,772,2448,3314
1017,772,2448,3315
1017,773,2448,3315
1017,773,2448,3315
1017,773,2448,3315
1017,773,2448,3316
1017,773,2449,3316
1017,773,2449,3316
1017,773,2449,3317
1017,773,2449,3317
1018,773,2449,3319
1018,774,2450,3319
1018,774,2450,3319
1018,774,2450,3319
1018,774,2450,3320
1018,774,2450,3320
1018,774,2450,3320
1018,774,2450,3320
1018,774,2450,3320
1018,774,2451,3320
1021,774,2451,3321
1021,774,2451,3321
1021,775,2451,3321
1021,775,2451,3322
1023,775,2451,3322
1023,775,2451,3323
1023,775,2451,3323
1023,775,2451,3323
1027,775,2451,3323
1027,775,2451,3323
1027,775,2451,3324
1027,775,2451,3324
1027,776,2451,3324
1027,776,2452,3324
1028,776,2452,3324
1028,776,2452,3324
1028,776,2452,3324
1028,776,2452,3324
1028,776,2452,3324
1028,776,2452,3325
1028,776,2452,3325
1028,777,2452,3325
1028,777,2452,3325
1028,777,2453,3325
1028,777,2453,3325
1029,777,2453,3326
1030,777,2453,3326
1030,777,2453,3326
1031,777,2453,3326
1031,777,2453,3326
1031,777,2453,3326
1031,777,2454,3327
1031,778,2454,3327
1031,779,2454,3328
1032,779,2454,3328
1032,779,2454,3329
1032,779,2454,3329
1032,779,2454,3329
1032,779,2454,3329
1032,779,2455,3329
1033,779,2455,3329
1033,779,2455,3329
1033,779,2455,3329
1033,781,2455,3330
1033,781,2455,3330
1033,781,2455,3330
1033,781,2455,3330
1033,781,2455,3330
1033,781,2456,3330
1033,781,2456,3330
1034,781,2456,3331
1034,781,2456,3331
1034,781,2456,3332
1034,781,2456,3332
1034,781,2456,3332
1034,781,2457,3333
1034,781,2457,3333
1034,781,2457,3334
1034,781,2457,3334
1034,781,2457,3335
1034,781,2457,3335
1035,782,2458,3336
1036,782,2458,3337
1036,783,2458,3337
1036,783,2458,3337
1036,783,2458,3337
1038,783,2458,3337
1038,783,2458,3337
1038,783,2458,3337
1038,783,2459,3338
1038,784,2459,3338
1038,784,2459,3338
1038,784,2459,3338
1038,784,2459,3338
1038,784,2459,3339
1038,784,2459,3339
1038,784,2459,3339
1039,784,2459,3339
1040,785,2460,3339
1040,785,2460,3339
1040,785,2460,3340
1040,785,2460,3340
1041,785,2460,3340
1041,785,2460,3340
1042,785,2460,3340
1042,785,2461,3340
1042,785,2461,3340
1042,785,2461,3340
1044,786,2461,3340
1044,786,2461,3341
1044,786,2461,3341
1044,786,2461,3341
1044,786,2461,3341
1044,786,2462,3341
1044,786,2462,3341
1044,786,2462,3341
1044,786,2462,3341
1044,786,2462,3342
1044,786,2462,3342
1044,787,2462,3342
1044,787,2462,3342
1044,787,2463,3342
1044,787,2463,3342
1046,787,2463,3342
1046,787,2463,3343
1046,787,2463,3343
1046,787,2463,3344
1046,788,2463,3345
1048,789,2463,3345
1048,789,2464,3345
1048,789,2464,3345
1048,789,2464,3345
1048,789,2464,3346
1048,789,2464,3346
1048,789,2464,3346
1049,789,2464,3346
1049,789,2464,3347
1049,789,2464,3347
1049,789,2464,3347
1049,789,2465,3347
1049,791,2465,3347
1049,791,2465,3347
1049,791,2465,3347
1049,791,2465,3348
1049,791,2465,3348
1050,792,2465,3348
1050,792,2465,3348
1050,792,2466,3348
1050,793,2466,3348
1050,793,2466,3348
1050,793,2466,3349
1050,794,2466,3349
1050,794,2466,3349
1050,794,2466,3349
1050,794,2466,3349
1050,794,2466,3349
1052,794,2466,3349
1052,794,2466,3350
1052,794,2466,3350
1052,794,2466,3350
1053,794,2466,3350
1053,794,2466,3350
1054,795,2466,3350
1054,795,2467,3350
1054,795,2467,3351
1054,795,2467,3351
1054,795,2467,3351
1054,795,2467,3352
1054,795,2467,3352
1054,795,2467,3353
1055,795,2467,3353
1055,796,2467,3354
1055,796,2467,3354
1055,796,2468,3355
1055,797,2468,3355
1055,797,2468,3355
1055,797,2468,3355
1055,797,2468,3355
1055,797,2468,3355
1055,797,2468,3356
1055,797,2468,3356
1055,797,2469,3356
1055,797,2469,3356
1055,797,2469,3356
1056,798,2469,3356
1056,798,2469,3357
1056,798,2469,3357
1056,798,2469,3357
1056,798,2469,3357
1056,798,2469,3357
1056,798,2469,3358
1056,798,2470,3358
1058,798,2470,3358
1058,798,2470,3358
1058,798,2470,3358
1058,799,2470,3359
1058,799,2470,3359
1058,799,2470,3359
1058,799,2470,3360
1058,799,2471,3360
1058,799,2471,3361
1058,799,2471,3361
1058,799,2471,3362
1058,799,2471,3362
1058,801,2471,3362
1058,801,2471,3363
1058,801,2471,3363
1059,801,2472,3364
1059,801,2472,3364
1059,801,2472,3365
1059,801,2472,3365
1059,801,2472,3365
1059,801,2472,3366
1059,801,2472,3366
1059,801,2472,3366
1060,801,2472,3367
1060,802,2472,3367
1060,802,2473,3367
1060,803,2473,3368
1060,803,2473,3368
1060,803,2473,3369
1060,803,2473,3369
1060,803,2473,3369
1060,803,2473,3369
1060,803,2473,3369
1060,803,2473,3369
1062,803,2473,3369
1062,803,2474,3370
1062,803,2474,3370
1062,803,2474,3370
1064,803,2474,3370
1064,804,2474,3370
1064,804,2474,3370
1064,804,2474,3370
1064,804,2474,3370
1064,804,2475,3371
1066,805,2475,3371
1066,805,2475,3371
1066,805,2475,3371
1066,805,2475,3371
1066,805,2475,3371
1066,805,2475,3371
1066,805,2475,3372
1066,805,2475,3372
1067,805,2475,3372
1067,805,2476,3372
1067,806,2476,3372
1067,807,2476,3372
1067,807,2476,3373
1067,807,2476,3373
1067,807,2476,3373
1067,807,2476,3373
1067,807,2476,3373
1067,807,2476,3373
1068,807,2476,3374
1068,807,2477,3374
1068,808,2477,3374
1068,808,2477,3374
1068,809,2477,3374
1068,809,2477,3374
1068,809,2477,3375
1068,809,2477,3375
1068,809,2477,3375
1068,809,2477,3375
1068,809,2477,3376
1070,809,2477,3376
1070,809,2477,3376
1070,809,2478,3376
1070,809,2478,3376
1070,809,2478,3377
1072,809,2478,3377
1072,809,2478,3378
1072,810,2478,3378
1072,810,2478,3378
1073,810,2478,3379
1073,810,2479,3379
1074,810,2479,3379
1074,810,2479,3379
1074,810,2479,3379
1074,810,2479,3379
1074,810,2479,3380
1074,810,2479,3380
1076,811,2479,3380
1076,811,2479,3380
1076,811,2480,3380
1076,811,2480,3380
1078,811,2480,3381
1078,811,2480,3381
1078,811,2480,3381
1078,811,2480,3382
1078,811,2480,3382
1078,811,2481,3383
1078,813,2481,3383
1078,813,2481,3384
1079,813,2481,3384
1079,813,2481,3385
1079,813,2481,3385
1079,813,2481,3385
1079,813,2481,3385
1079,813,2481,3385
1079,813,2481,3386
1079,813,2482,3386
1079,814,2482,3386
1079,814,2482,3386
1080,814,2482,3386
1080,814,2482,3387
1080,814,2482,3387
1080,814,2482,3388
1080,814,2482,3388
1080,814,2482,3388
1080,814,2482,3389
1080,814,2483,3389
1080,815,2483,3389
1082,815,2483,3389
1082,815,2483,3389
1082,815,2483,3389
1082,815,2483,3389
1082,815,2483,3390
1082,815,2483,3390
1082,815,2484,3390
1082,815,2484,3390
1083,815,2484,3390
1083,817,2484,3390
1083,817,2484,3390
1083,817,2484,3390
1083,817,2484,3391
1083,817,2484,3391
1083,817,2484,3391
1083,817,2484,3391
1083,817,2485,3391
1083,817,2485,3391
1084,817,2485,3391
1084,818,2485,3391
1084,818,2485,3392
1084,818,2485,3392
1084,818,2485,3392
1084,818,2485,3392
1084,818,2486,3392
1084,818,2486,3392
1084,818,2486,3392
1086,818,2486,3392
1086,818,2486,3392
1086,818,2486,3392
1086,819,2486,3393
1087,819,2486,3393
1087,819,2487,3393
1088,819,2487,3393
1088,819,2487,3393
1088,819,2487,3393
1088,819,2487,3393
1088,819,2487,3394
1088,820,2487,3394
1090,821,2487,3394
1090,821,2488,3394
1090,821,2488,3394
1090,821,2488,3394
1090,821,2488,3394
1090,821,2488,3394
1090,821,2488,3394
1090,821,2488,3394
1091,821,2488,3395
1091,821,2489,3395
1091,821,2489,3395
1091,821,2489,3395
1091,822,2489,3395
1091,822,2489,3395
1091,822,2489,3395
1091,822,2489,3395
1092,823,2489,3395
1092,823,2489,3396
1092,823,2490,3396
1092,823,2490,3396
1092,823,2490,3396
1092,823,2490,3396
1092,823,2490,3396
1092,823,2490,3396
1092,823,2490,3397
1093,823,2490,3397
1093,823,2490,3397
1094,823,2491,3398
1094,824,2491,3398
1094,825,2491,3399
1094,825,2491,3399
1094,825,2491,3399
1096,825,2491,3400
1096,825,2491,3400
1096,825,2491,3401
1096,825,2491,3401
1096,825,2491,3401
1096,825,2492,3402
1096,825,2492,3402
1096,825,2492,3403
1097,826,2492,3403
1097,826,2492,3403
1097,826,2492,3404
1097,826,2492,3404
1097,826,2492,3405
1097,826,2493,3405
1097,826,2493,3405
1097,826,2493,3407
1097,826,2493,3407
1097,826,2493,3407
1097,826,2493,3407
1097,826,2493,3407
1098,827,2493,3407
1098,827,2494,3408
1098,827,2494,3408
1098,827,2494,3408
1098,827,2494,3409
1098,827,2494,3409
1098,827,2494,3410
1098,827,2495,3410
