best-d,best,base+g,base
339,266,527,644
339,266,527,644
339,266,528,644
339,266,528,644
339,266,528,644
339,266,528,644
339,266,528,644
339,266,528,644
339,267,528,645
339,267,528,645
339,267,528,645
339,267,528,645
339,267,530,645
339,267,530,645
339,267,530,645
339,267,530,645
339,267,530,645
339,267,530,645
339,267,530,645
339,267,530,646
340,267,530,646
340,267,530,646
340,267,531,646
340,267,531,646
340,267,531,646
340,267,531,646
340,267,531,646
340,267,531,646
340,267,531,646
340,267,531,647
340,269,531,647
340,269,531,647
340,269,531,647
340,269,532,647
340,269,532,647
340,269,532,647
340,269,532,647
340,269,532,647
340,269,532,649
340,269,532,649
340,269,532,649
341,269,532,649
341,269,532,649
341,269,532,651
341,269,534,651
341,269,534,651
342,269,534,651
342,269,534,651
342,269,534,651
342,269,535,653
342,269,535,653
342,269,535,653
342,269,535,653
342,269,535,653
342,269,535,654
342,269,535,654
342,269,535,654
342,269,535,654
342,269,536,654
342,269,536,654
342,269,536,654
342,269,536,654
342,269,536,655
342,269,536,655
342,269,536,655
342,269,536,655
342,269,536,655
342,269,536,655
342,269,538,657
342,269,538,657
342,269,538,657
342,269,538,657
342,269,538,657
342,270,538,657
342,270,539,659
342,270,539,659
342,270,539,659
342,270,539,659
342,270,539,659
342,270,539,659
342,270,539,660
342,270,539,660
342,270,539,660
342,270,539,660
342,270,540,660
342,270,540,660
342,270,540,660
342,272,540,661
342,272,540,661
342,272,540,661
342,272,540,661
343,272,540,661
343,272,541,661
343,272,541,661
343,272,541,662
343,272,541,663
343,272,541,663
343,272,541,663
343,272,541,663
343,272,541,663
343,272,541,663
343,272,541,664
344,272,541,664
344,272,541,664
344,272,542,664
345,272,542,664
345,272,542,664
345,272,542,664
345,272,542,664
345,272,542,664
345,272,542,664
345,272,542,665
345,272,542,665
345,272,542,665
345,272,543,665
345,272,543,665
345,272,543,665
345,272,543,665
345,272,543,665
345,272,543,665
345,272,543,666
345,272,543,666
345,272,543,666
345,272,543,666
345,272,543,666
345,272,543,666
345,272,544,666
345,272,544,666
345,272,544,666
345,272,544,666
345,272,544,667
345,272,544,667
345,272,544,667
345,272,544,667
345,272,546,667
345,272,546,667
345,273,546,667
345,273,546,667
345,273,546,667
345,273,546,668
345,273,546,668
345,273,546,668
345,273,546,668
345,273,546,668
345,273,546,668
345,273,546,668
345,273,546,668
345,273,547,668
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,547,669
345,275,548,669
345,275,548,669
345,275,548,670
345,275,548,670
345,275,548,670
347,275,548,670
347,275,548,670
348,275,548,670
348,275,548,670
348,275,548,670
348,275,548,670
348,275,548,671
348,275,550,671
348,275,550,671
348,275,550,671
348,275,550,671
348,275,550,671
348,275,550,671
348,275,551,671
348,275,551,671
348,275,551,671
348,275,551,672
348,275,551,672
348,275,551,672
348,275,551,672
348,275,551,672
348,275,551,672
348,275,551,672
348,275,552,672
348,275,552,672
348,275,552,673
348,275,552,673
348,275,552,673
348,275,552,673
348,275,552,673
348,275,552,673
348,275,552,673
348,276,552,673
348,276,554,673
348,276,554,673
348,276,554,674
348,276,554,674
348,276,554,674
348,276,554,674
348,276,554,674
348,276,554,674
348,276,554,674
348,276,554,674
348,276,555,674
348,276,555,674
348,276,555,674
348,276,555,674
348,276,555,675
348,276,555,675
348,276,555,675
348,276,555,675
348,276,555,675
348,276,555,675
348,276,555,675
348,276,555,675
348,276,556,675
348,276,556,675
348,276,556,676
348,276,556,676
348,276,556,676
348,276,556,676
348,276,556,676
348,276,556,676
348,276,558,676
348,276,558,676
348,276,558,676
349,276,558,676
349,276,558,677
349,276,558,677
349,276,559,677
349,276,559,677
349,276,559,677
349,276,559,677
349,276,559,677
349,276,559,677
350,276,559,677
350,276,559,677
350,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,559,678
351,276,560,678
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,679
351,276,560,681
351,276,560,681
351,276,560,681
351,277,560,681
351,277,560,681
351,277,562,681
351,277,562,682
351,277,562,682
351,277,562,682
351,277,562,682
351,277,562,682
351,277,563,682
351,277,563,683
351,277,563,683
351,277,563,683
351,277,563,683
351,277,563,683
351,277,563,683
351,277,563,683
351,277,563,684
351,277,563,684
351,277,563,684
351,277,563,684
351,277,564,684
351,277,564,684
351,277,564,685
351,277,564,685
351,277,564,685
351,277,564,685
351,277,564,685
351,277,564,685
351,277,565,687
351,277,565,687
351,277,565,687
351,277,565,687
351,277,565,687
351,277,565,688
351,277,565,688
351,277,565,688
353,277,565,688
353,277,565,688
354,277,566,688
354,277,566,688
354,277,566,688
354,277,566,688
354,277,566,688
354,277,566,689
354,277,566,689
354,277,566,689
354,277,566,689
354,277,566,689
354,277,566,689
354,277,566,689
354,277,566,690
354,277,566,690
354,277,567,690
354,277,567,690
354,277,567,690
354,277,567,690
354,277,567,690
354,277,567,690
354,277,567,691
354,277,567,691
354,277,567,691
354,277,567,691
354,277,568,691
354,277,568,691
354,278,568,691
354,278,568,692
354,278,568,692
354,278,568,692
354,278,568,692
354,278,568,692
354,278,568,692
354,278,568,692
354,278,569,692
354,278,569,693
354,278,569,693
354,278,569,693
354,278,569,693
354,278,569,693
354,278,569,693
354,278,569,693
354,278,569,694
354,278,569,694
354,278,569,694
354,278,570,694
354,278,570,694
354,278,570,694
354,278,570,694
354,278,570,694
354,278,570,695
354,278,570,695
354,278,570,695
354,278,570,695
354,278,570,695
354,278,571,695
354,278,571,695
354,278,571,697
354,278,571,697
354,278,571,697
354,278,571,697
354,278,571,698
354,278,571,698
354,278,571,699
354,278,571,699
354,278,571,699
354,278,572,699
354,278,572,699
354,278,572,700
354,278,572,700
354,278,572,700
354,278,572,700
354,278,572,700
354,278,572,700
354,278,572,700
355,278,572,700
355,278,573,701
356,278,573,701
356,278,573,701
357,278,573,701
357,278,573,701
357,278,573,701
357,278,573,701
357,278,573,701
357,278,573,702
357,278,573,702
357,278,574,702
357,278,574,702
357,278,574,702
357,278,574,702
357,278,574,702
357,278,574,702
357,278,574,703
357,278,574,703
357,278,574,703
357,278,574,703
357,278,575,703
357,278,575,703
357,278,575,703
357,278,575,703
357,278,575,704
357,279,575,704
357,279,575,704
357,279,575,704
357,279,575,704
357,279,575,704
357,279,575,704
357,279,576,704
357,279,576,704
357,279,576,705
357,279,576,705
357,279,576,705
357,279,576,705
357,279,576,705
357,279,576,705
357,279,576,705
357,279,576,705
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,706
357,279,577,707
357,279,577,707
357,279,577,707
357,279,578,707
357,279,578,707
357,279,578,707
357,279,578,707
357,279,578,708
357,279,578,708
357,279,578,708
357,279,578,708
357,279,578,708
357,279,578,708
359,279,579,708
360,279,579,708
360,279,579,708
360,279,579,708
360,279,579,709
360,279,579,709
360,279,579,709
360,279,579,709
360,279,579,709
360,279,579,709
360,279,580,709
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,580,710
360,279,581,711
360,279,581,711
360,279,581,711
360,280,581,711
360,280,581,711
360,280,581,711
360,280,581,711
360,280,581,712
360,280,581,712
360,280,581,712
360,280,581,712
360,280,581,712
360,280,582,712
360,280,582,712
360,280,582,712
360,280,582,712
360,280,582,713
360,280,582,713
360,280,582,713
360,280,582,713
360,280,582,713
360,280,582,713
360,280,583,713
360,280,583,713
360,280,583,715
360,280,583,715
360,280,583,715
360,280,583,717
360,280,583,717
360,280,583,718
360,280,583,718
360,280,583,718
360,280,583,718
360,280,584,718
360,280,584,718
360,280,584,718
360,280,584,719
360,280,584,719
360,280,584,719
360,280,584,719
360,280,584,719
360,280,584,719
